地名,区划码,县级,县级码,县级类,地级,地级码,地级类,省级,省级码,省级类,曾用名,备注,ENG_NAME,VAR_NAME,code,NAME_3,VAR_NAME3,GID_3,TYPE_3,NAME_2,VAR_NAME2,GID_2,TYPE_2,NAME_1,VAR_NAME1,GID_1,TYPE_1,year,crop_px,valid_px,crop_ratio,crop_pct
三亚市,460200,不统计,0,不统计,三亚市,460200,地级市,海南省,460000,省,,,Haitang,Hǎi Táng,460200,NULL,NULL,0,NULL,Sanya,Sān Yà,460200,Prefecture City,Hainan,Hǎi Nán,460000,Province,2010,411195,2227489,0.1846002382054412,18.46
陵水黎族自治县,469028,陵水黎族自治县,469028,自治县,不统计,0,不统计,海南省,460000,省,,"省直辖县,省直管,是县级单位",Lingshuilizu,Líng Shuǐ Lí Zú,469028,Lingshuilizu,LíngShuǐLíZú,469028,Autonomous County,NULL,NULL,0,NULL,Hainan,Hǎi Nán,460000,Province,2010,310106,1280419,0.24219103277911372,24.22
乐东黎族自治县,469027,乐东黎族自治县,469027,自治县,不统计,0,不统计,海南省,460000,省,,"省直辖县,省直管,是县级单位",Ledonglizu,Lè Dōng Lí Zú,469027,Ledonglizu,Lè DōngLíZú,469027,Autonomous County,NULL,NULL,0,NULL,Hainan,Hǎi Nán,460000,Province,2010,869415,3247783,0.26769491680940505,26.77
万宁市,469006,万宁市,469006,县级市,不统计,0,不统计,海南省,460000,省,,"省直辖市,省直管,是县级单位",Wanning,Wàn Níng,469006,Wanning,Wàn Níng,469006,County City,NULL,NULL,0,NULL,Hainan,Hǎi Nán,460000,Province,2010,408313,2218794,0.1840247449740715,18.4
东方市,469007,东方市,469007,县级市,不统计,0,不统计,海南省,460000,省,,"省直辖市,省直管,是县级单位",Dongfang,Dōng Fāng,469007,Dongfang,DōngFāng,469007,County City,NULL,NULL,0,NULL,Hainan,Hǎi Nán,460000,Province,2010,1051023,2655817,0.3957437579471778,39.57
琼海市,469002,琼海市,469002,县级市,不统计,0,不统计,海南省,460000,省,,"省直辖市,省直管,是县级单位",Qionghai,Qióng Hǎi,469002,Qionghai,QióngHǎi,469002,County City,NULL,NULL,0,NULL,Hainan,Hǎi Nán,460000,Province,2010,458610,1994880,0.22989352743022137,22.99
昌江黎族自治县,469026,昌江黎族自治县,469026,自治县,不统计,0,不统计,海南省,460000,省,,"省直辖县,省直管,是县级单位",Changjianglizu,Chāng Jiāng Lí Zú,469026,Changjianglizu,ChāngJiāngLíZú,469026,Autonomous County,NULL,NULL,0,NULL,Hainan,Hǎi Nán,460000,Province,2010,626341,1882347,0.3327447064754798,33.27
定安县,469021,定安县,469021,县,不统计,0,不统计,海南省,460000,省,,"省直辖县,省直管,是县级单位",Dingan,Dìng Ān,469021,Dingan,DìngĀn,469021,County,NULL,NULL,0,NULL,Hainan,Hǎi Nán,460000,Province,2010,382130,1417638,0.2695540046189507,26.96
儋州市,469003,儋州市,469003,县级市,不统计,0,不统计,海南省,460000,省,,"省直辖市,省直管,是县级单位",Danzhou,Dān Zhōu,469003,Danzhou,Dān Zhōu,469003,County City,NULL,NULL,0,NULL,Hainan,Hǎi Nán,460000,Province,2010,1346620,3849690,0.34979959425304374,34.98
澄迈县,469023,澄迈县,469023,县,不统计,0,不统计,海南省,460000,省,,"省直辖县,省直管,是县级单位",Chengmai,Chéng Mài,469023,Chengmai,Chéng Mài,469023,County,NULL,NULL,0,NULL,Hainan,Hǎi Nán,460000,Province,2010,521232,2433746,0.21416861085750116,21.42
琼山区,460107,琼山区,460107,市辖区,海口市,460100,地级市,海南省,460000,省,琼山市,2002年撤销琼山市，设立琼山区,Qiongshan,Qióng Shān,460107,Qiongshan,QióngShān,460107,District,Haikou,Hǎi Kǒu,460100,Prefecture City,Hainan,Hǎi Nán,460000,Province,2010,283325,1103428,0.2567679993619883,25.68
文昌市,469005,文昌市,469005,县级市,不统计,0,不统计,海南省,460000,省,,"省直辖市,省直管,是县级单位",Wenchang,Wén Chāng,469005,Wenchang,WénChāng,469005,County City,NULL,NULL,0,NULL,Hainan,Hǎi Nán,460000,Province,2010,1219004,2800361,0.43530244850574623,43.53
临高县,469024,临高县,469024,县,不统计,0,不统计,海南省,460000,省,,"省直辖县,省直管,是县级单位",Lingao,Lín Gāo,469024,Lingao,LínGāo,469024,County,NULL,NULL,0,NULL,Hainan,Hǎi Nán,460000,Province,2010,601086,1540100,0.3902902408934485,39.03
龙华区,460106,龙华区,460106,市辖区,海口市,460100,地级市,海南省,460000,省,新华区,2002年撤销新华区，设立龙华区,Longhua,Lóng Huá,460106,Longhua,Lóng Huá,460106,District,Haikou,Hǎi Kǒu,460100,Prefecture City,Hainan,Hǎi Nán,460000,Province,2010,84740,356527,0.2376818585969646,23.77
秀英区,460105,秀英区,460105,市辖区,海口市,460100,地级市,海南省,460000,省,,2002年新设立秀英区,Xiuying,Xiù Yīng,460105,Xiuying,XiùYīng,460105,District,Haikou,Hǎi Kǒu,460100,Prefecture City,Hainan,Hǎi Nán,460000,Province,2010,174313,584130,0.2984147364456542,29.84
美兰区,460108,美兰区,460108,市辖区,海口市,460100,地级市,海南省,460000,省,振东区,2002年撤销振东区，设立美兰区,Meilan,Měi Lán,460108,Meilan,MěiLán,460108,District,Haikou,Hǎi Kǒu,460100,Prefecture City,Hainan,Hǎi Nán,460000,Province,2010,187779,603996,0.3108944430095564,31.09
徐闻县,440825,徐闻县,440825,县,湛江市,440800,地级市,广东省,440000,省,,,Xuwen,Xú Wén,440825,Xuwen,XúWén,440825,County,Zhanjiang,Zhàn Jiāng,440800,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,1345720,2119247,0.6349991294077566,63.5
雷州市,440882,雷州市,440882,县级市,湛江市,440800,地级市,广东省,440000,省,,,Leizhou,Léi Zhōu,440882,Leizhou,LéiZhōu,440882,County City,Zhanjiang,Zhàn Jiāng,440800,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,2499795,4133920,0.6047032840500058,60.47
麻章区,440811,麻章区,440811,市辖区,湛江市,440800,地级市,广东省,440000,省,,,Mazhang,Má Zhāng,440811,Mazhang,MáZhāng,440811,District,Zhanjiang,Zhàn Jiāng,440800,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,616123,858564,0.717620352122847,71.76
霞山区,440803,霞山区,440803,市辖区,湛江市,440800,地级市,广东省,440000,省,,,Xiashan,Xiá Shān,440803,Xiashan,XiáShān,440803,District,Zhanjiang,Zhàn Jiāng,440800,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,49806,119212,0.4177935107203973,41.78
遂溪县,440823,遂溪县,440823,县,湛江市,440800,地级市,广东省,440000,省,,,Suixi,Suì Xī,440823,Suixi,Suì Xī,440823,County,Zhanjiang,Zhàn Jiāng,440800,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,1874784,2405912,0.7792404709731694,77.92
坡头区,440804,坡头区,440804,市辖区,湛江市,440800,地级市,广东省,440000,省,,,Potou,Pō Tóu,440804,Potou,Pō Tóu,440804,District,Zhanjiang,Zhàn Jiāng,440800,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,371305,581547,0.6384780593829905,63.85
赤坎区,440802,赤坎区,440802,市辖区,湛江市,440800,地级市,广东省,440000,省,,,Chikan,Chì Kǎn,440802,Chikan,ChìKǎn,440802,District,Zhanjiang,Zhàn Jiāng,440800,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,24217,74384,0.32556732630673263,32.56
海城区,450502,海城区,450502,市辖区,北海市,450500,地级市,广西壮族自治区,450000,自治区,,,Haicheng,Hǎi Chéng,450502,Haicheng,HǎiChéng,450502,District,Beihai,Běi Hǎi,450500,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,76585,138957,0.5511417201004627,55.11
吴川市,440883,吴川市,440883,县级市,湛江市,440800,地级市,广东省,440000,省,,,Wuchuan,Wú Chuān,440883,Wuchuan,WúChuān,440883,County City,Zhanjiang,Zhàn Jiāng,440800,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,727302,1018277,0.7142476948806661,71.42
银海区,450503,银海区,450503,市辖区,北海市,450500,地级市,广西壮族自治区,450000,自治区,,,Yinhai,Yín Hǎi,450503,Yinhai,YínHǎi,450503,District,Beihai,Běi Hǎi,450500,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,389561,545491,0.7141474378129061,71.41
铁山港区,450512,铁山港区,450512,市辖区,北海市,450500,地级市,广西壮族自治区,450000,自治区,,,Tieshangang,Tiě Shān Gǎng,450512,Tieshangang,TiěShānGǎng,450512,District,Beihai,Běi Hǎi,450500,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,356341,482221,0.7389578637180878,73.9
茂港区,440903,茂港区,440903,市辖区,茂名市,440900,地级市,广东省,440000,省,,,Maogang,Mào Gǎng,440903,Maogang,Mào Gǎng,440903,District,Maoming,Mào Míng,440900,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,358166,514751,0.6958043792047028,69.58
东兴市,450681,东兴市,450681,县级市,防城港市,450600,地级市,广西壮族自治区,450000,自治区,,,Dongxing,Dōng Xīng,450681,Dongxing,Dōng Xīng,450681,County City,Fangchenggang,Fáng Chéng Gǎng,450600,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,111718,593853,0.18812399701609658,18.81
廉江市,440881,廉江市,440881,县级市,湛江市,440800,地级市,广东省,440000,省,,,Lianjiang,Lián Jiāng,440881,Lianjiang,LiánJiāng,440881,County City,Zhanjiang,Zhàn Jiāng,440800,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,1633122,3340394,0.4889010098808703,48.89
港口区,450602,港口区,450602,市辖区,防城港市,450600,地级市,广西壮族自治区,450000,自治区,,,Gangkou,Gǎng Kǒu,450602,Gangkou,GǎngKǒu,450602,District,Fangchenggang,Fáng Chéng Gǎng,450600,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,134235,336270,0.39918815237755373,39.92
茂南区,440902,茂南区,440902,市辖区,茂名市,440900,地级市,广东省,440000,省,,,Maonan,Mào Nán,440902,Maonan,Mào Nán,440902,District,Maoming,Mào Míng,440900,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,386031,586255,0.6584694373608754,65.85
电白县,440923,电白县,440923,县,茂名市,440900,地级市,广东省,440000,省,,,Dianbai,Diàn Bái,440923,Dianbai,DiànBái,440923,County,Maoming,Mào Míng,440900,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,741446,2044852,0.362591522516055,36.26
阳西县,441721,阳西县,441721,县,阳江市,441700,地级市,广东省,440000,省,,,Yangxi,Yáng Xī,441721,Yangxi,YángXī,441721,County,Yangjiang,Yáng Jiāng,441700,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,557539,1645946,0.3387346850990251,33.87
合浦县,450521,合浦县,450521,县,北海市,450500,地级市,广西壮族自治区,450000,自治区,,,Hepu,Hé Pǔ,450521,Hepu,Hé Pǔ,450521,County,Beihai,Běi Hǎi,450500,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,1387706,2885987,0.4808427757990594,48.08
江城区,441702,江城区,441702,市辖区,阳江市,441700,地级市,广东省,440000,省,,,Jiangcheng,Jiāng Chéng,441702,Jiangcheng,JiāngChéng,441702,District,Yangjiang,Yáng Jiāng,441700,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,312250,827527,0.3773290780844613,37.73
化州市,440982,化州市,440982,县级市,茂名市,440900,地级市,广东省,440000,省,,,Huazhou,Huà Zhōu,440982,Huazhou,Huà Zhōu,440982,County City,Maoming,Mào Míng,440900,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,792862,2834494,0.27971906096820104,27.97
钦南区,450702,钦南区,450702,市辖区,钦州市,450700,地级市,广西壮族自治区,450000,自治区,,,Qinnan,Qīn Nán,450702,Qinnan,Qīn Nán,450702,District,Qinzhou,Qīn Zhōu,450700,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,1083161,2807156,0.38585707384983237,38.59
阳东县,441723,阳东县,441723,县,阳江市,441700,地级市,广东省,440000,省,,,Yangdong,Yáng Dōng,441723,Yangdong,YángDōng,441723,County,Yangjiang,Yáng Jiāng,441700,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,474354,2030112,0.2336590296495957,23.37
宁明县,451422,宁明县,451422,县,崇左市,451400,地级市,广西壮族自治区,450000,自治区,,,Ningming,Níng Míng,451422,Ningming,Níng Míng,451422,County,Chongzuo,Chóng Zuǒ,451400,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,885026,4460700,0.19840518304302016,19.84
台山市,440781,台山市,440781,县级市,江门市,440700,地级市,广东省,440000,省,,,Taishan,Tái Shān,440781,Taishan,Tái Shān,440781,County City,Jiangmen,Jiāng Mén,440700,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,969061,3789822,0.25570092737864736,25.57
高州市,440981,高州市,440981,县级市,茂名市,440900,地级市,广东省,440000,省,,,Gaozhou,Gāo Zhōu,440981,Gaozhou,GāoZhōu,440981,County City,Maoming,Mào Míng,440900,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,598027,3941225,0.15173632563479628,15.17
上思县,450621,上思县,450621,县,防城港市,450600,地级市,广西壮族自治区,450000,自治区,,,Shangsi,Shàng Sī,450621,Shangsi,Shàng Sī,450621,County,Fangchenggang,Fáng Chéng Gǎng,450600,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,657558,3390177,0.1939597844006375,19.4
博白县,450923,博白县,450923,县,玉林市,450900,地级市,广西壮族自治区,450000,自治区,,,Bobai,Bó Bái,450923,Bobai,BóBái,450923,County,Yulin,Yù Lín,450900,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,866326,4612469,0.1878226173444201,18.78
钦北区,450703,钦北区,450703,市辖区,钦州市,450700,地级市,广西壮族自治区,450000,自治区,,,Qinbei,Qīn Běi,450703,Qinbei,QīnBěi,450703,District,Qinzhou,Qīn Zhōu,450700,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,867255,2675171,0.32418675292158894,32.42
阳春市,441781,阳春市,441781,县级市,阳江市,441700,地级市,广东省,440000,省,,,Yangchun,Yáng Chūn,441781,Yangchun,YángChūn,441781,County City,Yangjiang,Yáng Jiāng,441700,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,841290,4870194,0.17274260532537308,17.27
斗门区,440403,斗门区,440403,市辖区,珠海市,440400,地级市,广东省,440000,省,斗门县,2001年撤销斗门县，设立斗门区,Doumen,Dǒu Mén,440403,Doumen,Dǒu Mén,440403,District,Zhuhai,Zhū Hǎi,440400,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,125393,729149,0.17197170948598983,17.2
恩平市,440785,恩平市,440785,县级市,江门市,440700,地级市,广东省,440000,省,,,Enping,Ēn Píng,440785,Enping,ĒnPíng,440785,County City,Jiangmen,Jiāng Mén,440700,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,465142,2038893,0.2281345808730522,22.81
陆川县,450922,陆川县,450922,县,玉林市,450900,地级市,广西壮族自治区,450000,自治区,,,Luchuan,Lù Chuān,450922,Luchuan,Lù Chuān,450922,County,Yulin,Yù Lín,450900,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,435207,1873629,0.23228024331391114,23.23
孟连傣族拉祜族佤族自治县,530827,孟连傣族拉祜族佤族自治县,530827,自治县,普洱市,530800,地级市,云南省,530000,省,,,Mengliandaizuandlahuzuwazu,Mèng Lián Dǎi Zú and Lā Hù Zú Wǎ Zú,530827,Mengliandaizuandlahuzuwazu,MèngLiánDǎiZúand Lā HùZúWǎZú,530827,Autonomous County,Puer,Pǔ Ěr,530800,Prefecture City,Yunnan,Yún Nán,530000,Province,2010,356091,2287911,0.15564023250904427,15.56
灵山县,450721,灵山县,450721,县,钦州市,450700,地级市,广西壮族自治区,450000,自治区,,,Lingshan,Líng Shān,450721,Lingshan,LíngShān,450721,County,Qinzhou,Qīn Zhōu,450700,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,1340206,4294309,0.3120888599306664,31.21
开平市,440783,开平市,440783,县级市,江门市,440700,地级市,广东省,440000,省,,,Kaiping,Kāi Píng,440783,Kaiping,KāiPíng,440783,County City,Jiangmen,Jiāng Mén,440700,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,568417,1999490,0.28428099165287146,28.43
新会区,440705,新会区,440705,市辖区,江门市,440700,地级市,广东省,440000,省,新会市,2002年撤销新会市，设立新会区,Xinhui,Xīn Huì,440705,Xinhui,Xīn Huì,440705,District,Jiangmen,Jiāng Mén,440700,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,388996,1624094,0.23951569305717527,23.95
龙州县,451423,龙州县,451423,县,崇左市,451400,地级市,广西壮族自治区,450000,自治区,,,Longzhou,Lóng Zhōu,451423,Longzhou,LóngZhōu,451423,County,Chongzuo,Chóng Zuǒ,451400,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,788899,2793282,0.28242726656313255,28.24
良庆区,450108,良庆区,450108,市辖区,南宁市,450100,地级市,广西壮族自治区,450000,自治区,,,Liangqing,Liáng Qìng,450108,Liangqing,LiángQìng,450108,District,Nanning,Nán Níng,450100,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,600460,1655969,0.36260340622318415,36.26
中山市,442000,不统计,0,不统计,中山市,442000,地级市,广东省,440000,省,,,Zhongshan,Zhōng Shān,442000,NULL,NULL,0,NULL,Zhongshan,Zhōng Shān,442000,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,366049,2099160,0.1743787991387031,17.44
扶绥县,451421,扶绥县,451421,县,崇左市,451400,地级市,广西壮族自治区,450000,自治区,,,Fusui,Fú Suí,451421,Fusui,FúSuí,451421,County,Chongzuo,Chóng Zuǒ,451400,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,1810007,3434897,0.5269465139711613,52.69
江州区,451402,江州区,451402,市辖区,崇左市,451400,地级市,广西壮族自治区,450000,自治区,,,Jiangzhou,Jiāng Zhōu,451402,Jiangzhou,JiāngZhōu,451402,District,Chongzuo,Chóng Zuǒ,451400,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,1591022,3523926,0.4514913196247594,45.15
江海区,440704,江海区,440704,市辖区,江门市,440700,地级市,广东省,440000,省,,,Jianghai,Jiāng Hǎi,440704,Jianghai,JiāngHǎi,440704,District,Jiangmen,Jiāng Mén,440700,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,29656,131637,0.22528620372691568,22.53
玉州区,450902,玉州区,450902,市辖区,玉林市,450900,地级市,广西壮族自治区,450000,自治区,,,Yuzhou,Yù Zhōu,450902,Yuzhou,YùZhōu,450902,District,Yulin,Yù Lín,450900,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,618375,1530946,0.40391692456820816,40.39
邕宁区,450109,邕宁区,450109,市辖区,南宁市,450100,地级市,广西壮族自治区,450000,自治区,,,Yongning,Yōng Níng,450109,Yongning,Yōng Níng,450109,District,Nanning,Nán Níng,450100,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,807379,1485372,0.5435533994177889,54.36
江南区,450105,江南区,450105,市辖区,南宁市,450100,地级市,广西壮族自治区,450000,自治区,,,Jiangnan,Jiāng Nán,450105,Jiangnan,Jiāng Nán,450105,District,Nanning,Nán Níng,450100,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,755331,1429198,0.5284998999438846,52.85
罗定市,445381,罗定市,445381,县级市,云浮市,445300,地级市,广东省,440000,省,,,Luoding,Luó Dìng,445381,Luoding,LuóDìng,445381,County City,Yunfu,Yún Fú,445300,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,673607,2822252,0.23867712734369576,23.87
宝安区,440306,宝安区,440306,市辖区,深圳市,440300,地级市,广东省,440000,省,,,Baoan,Bǎo Ān,440306,Baoan,BǎoĀn,440306,District,Shenzhen,Shēn Zhèn,440300,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,176620,853031,0.2070499196394973,20.7
南沙区,440115,南沙区,440115,市辖区,广州市,440100,地级市,广东省,440000,省,,2005年新设立南沙区,Nansha,Nán Shā,440115,Nansha,Nán Shā,440115,District,Guangzhou,Guǎng Zhōu,440100,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,152463,470776,0.3238546569918602,32.39
横县,450127,横县,450127,县,南宁市,450100,地级市,广西壮族自治区,450000,自治区,,,Hengxian,Héng Xiàn,450127,Hengxian,Héng Xiàn,450127,County,Nanning,Nán Níng,450100,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,1673307,4175433,0.4007505329387395,40.08
城区,441502,城区,441502,市辖区,汕尾市,441500,地级市,广东省,440000,省,,,Chengqu,Chéng Qū,441502,Chengqu,Chéng Qū,441502,District,Shanwei,Shàn Wěi,441500,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,170617,451693,0.3777277929921429,37.77
兴业县,450924,兴业县,450924,县,玉林市,450900,地级市,广西壮族自治区,450000,自治区,,,Xingye,Xīng Yè,450924,Xingye,Xīng Yè,450924,County,Yulin,Yù Lín,450900,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,492571,1776431,0.2772812453734482,27.73
大新县,451424,大新县,451424,县,崇左市,451400,地级市,广西壮族自治区,450000,自治区,,,Daxin,Dà Xīn,451424,Daxin,Dà Xīn,451424,County,Chongzuo,Chóng Zuǒ,451400,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,784571,3325923,0.23589571977463097,23.59
高明区,440608,高明区,440608,市辖区,佛山市,440600,地级市,广东省,440000,省,高明市,2002年撤销高明市，设立高明区,Gaoming,Gāo Míng,440608,Gaoming,GāoMíng,440608,District,Foshan,Fó Shān,440600,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,175509,1135534,0.1545607617209172,15.46
青秀区,450103,青秀区,450103,市辖区,南宁市,450100,地级市,广西壮族自治区,450000,自治区,,,Qingxiu,Qīng Xiù,450103,Qingxiu,QīngXiù,450103,District,Nanning,Nán Níng,450100,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,403792,1046487,0.38585476933779395,38.59
惠阳区,441303,惠阳区,441303,市辖区,惠州市,441300,地级市,广东省,440000,省,惠阳市,2003年撤销惠阳市，设立惠阳区,Huiyang,Huì Yáng,441303,Huiyang,HuìYáng,441303,District,Huizhou,Huì Zhōu,441300,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,311554,1450722,0.2147578929663988,21.48
港南区,450803,港南区,450803,市辖区,贵港市,450800,地级市,广西壮族自治区,450000,自治区,,,Gangnan,Gǎng Nán,450803,Gangnan,Gǎng Nán,450803,District,Guigang,Guì Gǎng,450800,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,771287,1332619,0.5787753288824488,57.88
西乡塘区,450107,西乡塘区,450107,市辖区,南宁市,450100,地级市,广西壮族自治区,450000,自治区,,,Xixiangtang,Xī Xiāng Táng,450107,Xixiangtang,XīXiāngTáng,450107,District,Nanning,Nán Níng,450100,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,798036,1306102,0.6110058785607863,61.1
番禺区,440113,番禺区,440113,市辖区,广州市,440100,地级市,广东省,440000,省,番禺市,2000年番禺市更名为番禺区,Panyu,Pān Yú,440113,Panyu,Pān Yú,440113,District,Guangzhou,Guǎng Zhōu,440100,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,266257,940174,0.2831997055864127,28.32
东莞市,441900,不统计,0,不统计,东莞市,441900,地级市,广东省,440000,省,,,Dongguan,Dōng Guǎn,441900,NULL,NULL,0,NULL,Dongguan,Dōng Guǎn,441900,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,585624,2969259,0.19722900562059423,19.72
陆丰市,441581,陆丰市,441581,县级市,汕尾市,441500,地级市,广东省,440000,省,,,Lufeng,Lù Fēng,441581,Lufeng,Lù Fēng,441581,County City,Shanwei,Shàn Wěi,441500,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,885646,2048990,0.4322353940233969,43.22
兴宁区,450102,兴宁区,450102,市辖区,南宁市,450100,地级市,广西壮族自治区,450000,自治区,,,Xingning,Xīng Níng,450102,Xingning,Xīng Níng,450102,District,Nanning,Nán Níng,450100,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,327045,877830,0.37256074638597453,37.26
海丰县,441521,海丰县,441521,县,汕尾市,441500,地级市,广东省,440000,省,,,Haifeng,Hǎi Fēng,441521,Haifeng,HǎiFēng,441521,County,Shanwei,Shàn Wěi,441500,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,520059,2136922,0.24336826519638996,24.34
惠来县,445224,惠来县,445224,县,揭阳市,445200,地级市,广东省,440000,省,,,Huilai,Huì Lái,445224,Huilai,HuìLái,445224,County,Jieyang,Jiē Yáng,445200,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,618320,1510828,0.40925902882392967,40.93
南海区,440605,南海区,440605,市辖区,佛山市,440600,地级市,广东省,440000,省,南海市,2002年撤销南海市，设立南海区,Nanhai,Nán Hǎi,440605,Nanhai,Nán Hǎi,440605,District,Foshan,Fó Shān,440600,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,239321,1299929,0.18410313178642834,18.41
高要市,441283,高要市,441283,县级市,肇庆市,441200,地级市,广东省,440000,省,,,Gaoyao,Gāo Yāo,441283,Gaoyao,Gāo Yāo,441283,County City,Zhaoqing,Zhào Qìng,441200,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,440494,2653458,0.1660075267820331,16.6
隆安县,450123,隆安县,450123,县,南宁市,450100,地级市,广西壮族自治区,450000,自治区,,,Longan,Lóng Ān,450123,Longan,Lóng Ān,450123,County,Nanning,Nán Níng,450100,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,709933,2800683,0.25348566760322394,25.35
天等县,451425,天等县,451425,县,崇左市,451400,地级市,广西壮族自治区,450000,自治区,,,Tiandeng,Tiān Děng,451425,Tiandeng,TiānDěng,451425,County,Chongzuo,Chóng Zuǒ,451400,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,446749,2627804,0.1700084937841635,17.0
覃塘区,450804,覃塘区,450804,市辖区,贵港市,450800,地级市,广西壮族自治区,450000,自治区,,2003年新设立覃塘区,Qintang,Qín Táng,450804,Qintang,Qín Táng,450804,District,Guigang,Guì Gǎng,450800,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,989201,1640898,0.6028412491209082,60.28
惠城区,441302,惠城区,441302,市辖区,惠州市,441300,地级市,广东省,440000,省,,,Huicheng,Huì Chéng,441302,Huicheng,HuìChéng,441302,District,Huizhou,Huì Zhōu,441300,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,524456,1807882,0.2900941543751196,29.01
宾阳县,450126,宾阳县,450126,县,南宁市,450100,地级市,广西壮族自治区,450000,自治区,,,Binyang,Bīn Yáng,450126,Binyang,BīnYáng,450126,County,Nanning,Nán Níng,450100,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,1447519,2790766,0.5186816092785995,51.87
潮南区,440514,潮南区,440514,市辖区,汕头市,440500,地级市,广东省,440000,省,,,Chaonan,Cháo Nán,440514,Chaonan,Cháo Nán,440514,District,Shantou,Shàn Tóu,440500,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,220161,728475,0.3022217646453207,30.22
